domain,perturbation_family,perturbation_name,method,principal_seed,violation_step_rate,clean_violation_step_rate,violation_delta_from_clean,critical_violation_step_rate,constraint_violation_rate,reward,clean_reward,reward_delta_from_clean,success_rate,clean_success_rate,success_delta_from_clean,intervention_rate,mean_action_correction_l2,max_action_correction_l2,strict_lyapunov_decrease_rate,lyapunov_nonincrease_rate,selected_lower_than_proposed_rate,emergency_fallback_rate,steps_object_grasped,interventions_while_grasped,source
autonomous_driving,obstacle_distance,obstacle_distance_plus_0p10,lyapunov,42,0.0,0.0,0.0,0.0,0.0,-11.367836498019663,-11.330714319001789,-0.0371221790178744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-obstacle-distance-plus-0p10-lyapunov-seed-42.json
autonomous_driving,obstacle_distance,obstacle_distance_plus_0p10,lyapunov,456,0.0,0.0,0.0,0.0,0.0,4.4735627298194744,4.2810686987899205,0.19249403102955398,1.0,1.0,0.0,0.3935,0.1885523700118065,0.51767897605896,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-obstacle-distance-plus-0p10-lyapunov-seed-456.json
autonomous_driving,obstacle_distance,obstacle_distance_plus_0p10,none,123,0.7965,0.839,-0.04249999999999998,0.0,0.7965,-8.910286628428006,-8.72040274432206,-0.1898838841059458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-obstacle-distance-plus-0p10-none-seed-123.json
autonomous_driving,obstacle_distance,obstacle_distance_plus_0p10,none,42,0.0,0.0,0.0,0.0,0.0,-11.367836498019663,-11.330714319001789,-0.0371221790178744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-obstacle-distance-plus-0p10-none-seed-42.json
autonomous_driving,obstacle_distance,obstacle_distance_plus_0p10,none,456,0.3036739380022962,0.33352272727272725,-0.029848789270431053,0.05797933409873708,0.47761194029850745,-7.247858223351532,-7.549571968284115,0.3017137449325835,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-obstacle-distance-plus-0p10-none-seed-456.json
autonomous_driving,speed,speed_minus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,-7.5957287409337075,-8.588031328756164,0.992302587822457,0.0,0.0,0.0,0.8355,0.24449534064531325,0.4356353282928467,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-clipping-seed-123.json
autonomous_driving,speed,speed_minus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,-11.596128159304715,-11.330714319001789,-0.2654138403029265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-clipping-seed-42.json
autonomous_driving,speed,speed_minus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,4.598163788735313,4.2810686987899205,0.3170950899453926,1.0,1.0,0.0,0.413,0.20185563659667968,0.5266444683074951,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-clipping-seed-456.json
autonomous_driving,speed,speed_minus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,-7.5957287409337075,-8.588031328756164,0.992302587822457,0.0,0.0,0.0,0.8355,0.24449534064531325,0.4356353282928467,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-lyapunov-seed-123.json
autonomous_driving,speed,speed_minus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,-11.596128159304715,-11.330714319001789,-0.2654138403029265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-lyapunov-seed-42.json
autonomous_driving,speed,speed_minus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,4.598163788735313,4.2810686987899205,0.3170950899453926,1.0,1.0,0.0,0.413,0.20185563659667968,0.5266444683074951,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-lyapunov-seed-456.json
autonomous_driving,speed,speed_minus_0p05,none,123,0.836,0.839,-0.0030000000000000027,0.0,0.836,-7.725755078912685,-8.72040274432206,0.9946476654093752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-none-seed-123.json
autonomous_driving,speed,speed_minus_0p05,none,42,0.0,0.0,0.0,0.0,0.0,-11.596128159304715,-11.330714319001789,-0.2654138403029265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-none-seed-42.json
autonomous_driving,speed,speed_minus_0p05,none,456,0.33105413105413106,0.33352272727272725,-0.0024685962185961863,0.05982905982905983,0.4945868945868946,-7.266650558757143,-7.549571968284115,0.2829214095269723,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-minus-0p05-none-seed-456.json
autonomous_driving,speed,speed_plus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,-9.573100866068106,-8.588031328756164,-0.9850695373119418,0.0,0.0,0.0,0.84,0.24682480072975158,0.4431508779525757,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-clipping-seed-123.json
autonomous_driving,speed,speed_plus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,-11.604201929933069,-11.330714319001789,-0.27348761093128005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-clipping-seed-42.json
autonomous_driving,speed,speed_plus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,3.9448067120533805,4.2810686987899205,-0.33626198673653995,1.0,1.0,0.0,0.414,0.19596359688043594,0.5116853713989258,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-clipping-seed-456.json
autonomous_driving,speed,speed_plus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,-9.573100866068106,-8.588031328756164,-0.9850695373119418,0.0,0.0,0.0,0.84,0.24682480072975158,0.4431508779525757,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-lyapunov-seed-123.json
autonomous_driving,speed,speed_plus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,-11.604201929933069,-11.330714319001789,-0.27348761093128005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-lyapunov-seed-42.json
autonomous_driving,speed,speed_plus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,3.9448067120533805,4.2810686987899205,-0.33626198673653995,1.0,1.0,0.0,0.414,0.19596359688043594,0.5116853713989258,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-lyapunov-seed-456.json
autonomous_driving,speed,speed_plus_0p05,none,123,0.841,0.839,0.0020000000000000018,0.0,0.841,-9.706292530616668,-8.72040274432206,-0.9858897862946083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-none-seed-123.json
autonomous_driving,speed,speed_plus_0p05,none,42,0.0,0.0,0.0,0.0,0.0,-11.604201929933069,-11.330714319001789,-0.27348761093128005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-none-seed-42.json
autonomous_driving,speed,speed_plus_0p05,none,456,0.33710407239819007,0.33352272727272725,0.0035813451254628204,0.06108597285067873,0.4841628959276018,-7.848247096010688,-7.549571968284115,-0.2986751277265727,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\autonomous-driving-speed-plus-0p05-none-seed-456.json
robotics,object_position,object_x_minus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.7009828967888997,0.7019945290536206,-0.0010116322647208964,0.0,0.0,0.0,0.009,0.004702892363071442,0.5352523326873779,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-clipping-seed-123.json
robotics,object_position,object_x_minus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.6546627454567084,0.694924909776604,-0.0402621643198956,0.0,0.0,0.0,0.096,0.014412586733698825,0.5741493701934814,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-clipping-seed-42.json
robotics,object_position,object_x_minus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.6676676534802649,0.6367803966173643,0.030887256862900614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-clipping-seed-456.json
robotics,object_position,object_x_minus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.7009828967888997,0.7019945290536206,-0.0010116322647208964,0.0,0.0,0.0,0.009,0.004702892363071442,0.5352523326873779,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-lyapunov-seed-123.json
robotics,object_position,object_x_minus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.6546892195045231,0.6949329704464354,-0.04024375094191235,0.0,0.0,0.0,0.0955,0.014433841586112977,0.5741493701934814,0.0,1.0,0.073,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-lyapunov-seed-42.json
robotics,object_position,object_x_minus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.6676676534802649,0.6367803966173643,0.030887256862900614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-lyapunov-seed-456.json
robotics,object_position,object_x_minus_0p05,none,123,0.009,0.0085,0.0004999999999999987,0.009,0.009,0.6559828967888996,0.6594945290536206,-0.003511632264720954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-none-seed-123.json
robotics,object_position,object_x_minus_0p05,none,42,0.096,0.0355,0.060500000000000005,0.0225,0.1315,0.5360465683400006,0.602262889181277,-0.06621632084127638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-none-seed-42.json
robotics,object_position,object_x_minus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.6676676534802649,0.6367803966173643,0.030887256862900614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-minus-0p05-none-seed-456.json
robotics,object_position,object_x_plus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.6469573189194003,0.7019945290536206,-0.05503721013422025,0.0,0.0,0.0,0.0075,0.003904045581817627,0.5319259166717529,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-clipping-seed-123.json
robotics,object_position,object_x_plus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.6897617126137303,0.694924909776604,-0.005163197162873723,0.0,0.0,0.0,0.0145,0.007533451676368714,0.5581382513046265,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-clipping-seed-42.json
robotics,object_position,object_x_plus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.5752025948468268,0.6367803966173643,-0.06157780177053751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-clipping-seed-456.json
robotics,object_position,object_x_plus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.6469573189194003,0.7019945290536206,-0.05503721013422025,0.0,0.0,0.0,0.0075,0.003904045581817627,0.5319259166717529,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-lyapunov-seed-123.json
robotics,object_position,object_x_plus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.6897617126137303,0.6949329704464354,-0.005171257832705112,0.0,0.0,0.0,0.0145,0.007533451676368714,0.5581382513046265,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-lyapunov-seed-42.json
robotics,object_position,object_x_plus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.5752025948468268,0.6367803966173643,-0.06157780177053751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-lyapunov-seed-456.json
robotics,object_position,object_x_plus_0p05,none,123,0.0075,0.0085,-0.0010000000000000009,0.0075,0.0075,0.6094573189194002,0.6594945290536206,-0.050037210134220356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-none-seed-123.json
robotics,object_position,object_x_plus_0p05,none,42,0.0145,0.0355,-0.020999999999999998,0.0145,0.0145,0.6172617126137304,0.602262889181277,0.014998823432453401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-none-seed-42.json
robotics,object_position,object_x_plus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.5752025948468268,0.6367803966173643,-0.06157780177053751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-x-plus-0p05-none-seed-456.json
robotics,object_position,object_y_minus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.6724763761146721,0.7019945290536206,-0.02951815293894844,0.0,0.0,0.0,0.007,0.0036194249987602234,0.5272023677825928,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-clipping-seed-123.json
robotics,object_position,object_y_minus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.6253040379809458,0.694924909776604,-0.06962087179565823,0.0,0.0,0.0,0.036,0.007225616529583925,0.557408332824707,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-clipping-seed-42.json
robotics,object_position,object_y_minus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.6219849174102102,0.6367803966173643,-0.014795479207154072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-clipping-seed-456.json
robotics,object_position,object_y_minus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.6724763761146721,0.7019945290536206,-0.02951815293894844,0.0,0.0,0.0,0.007,0.0036194249987602234,0.5272023677825928,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-lyapunov-seed-123.json
robotics,object_position,object_y_minus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.6253270579586397,0.6949329704464354,-0.06960591248779568,0.0,0.0,0.0,0.036,0.007233357131481171,0.557408332824707,0.0,1.0,0.0225,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-lyapunov-seed-42.json
robotics,object_position,object_y_minus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.6219849174102102,0.6367803966173643,-0.014795479207154072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-lyapunov-seed-456.json
robotics,object_position,object_y_minus_0p05,none,123,0.007,0.0085,-0.0015000000000000005,0.007,0.007,0.6374763761146721,0.6594945290536206,-0.022018152938948488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-none-seed-123.json
robotics,object_position,object_y_minus_0p05,none,42,0.036,0.0355,0.0005000000000000004,0.0135,0.058,0.5570700445116629,0.602262889181277,-0.04519284466961415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-none-seed-42.json
robotics,object_position,object_y_minus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.6219849174102102,0.6367803966173643,-0.014795479207154072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-minus-0p05-none-seed-456.json
robotics,object_position,object_y_plus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.689540009956184,0.7019945290536206,-0.012454519097436556,0.0,0.0,0.0,0.0095,0.004995296955108643,0.5399585962295532,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-clipping-seed-123.json
robotics,object_position,object_y_plus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.7425358801026718,0.694924909776604,0.04761097032606776,0.0,0.0,0.0,0.0245,0.01285808402299881,0.5746662616729736,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-clipping-seed-42.json
robotics,object_position,object_y_plus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.6286766986755005,0.6367803966173643,-0.00810369794186383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-clipping-seed-456.json
robotics,object_position,object_y_plus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.689540009956184,0.7019945290536206,-0.012454519097436556,0.0,0.0,0.0,0.0095,0.004995296955108643,0.5399585962295532,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-lyapunov-seed-123.json
robotics,object_position,object_y_plus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.7425358801026718,0.6949329704464354,0.04760290965623637,0.0,0.0,0.0,0.0245,0.01285808402299881,0.5746662616729736,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-lyapunov-seed-42.json
robotics,object_position,object_y_plus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.6286766986755005,0.6367803966173643,-0.00810369794186383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-lyapunov-seed-456.json
robotics,object_position,object_y_plus_0p05,none,123,0.0095,0.0085,0.0009999999999999992,0.0085,0.0095,0.6420400099561839,0.6594945290536206,-0.01745451909743667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-none-seed-123.json
robotics,object_position,object_y_plus_0p05,none,42,0.0245,0.0355,-0.010999999999999996,0.0245,0.0245,0.6200358801026719,0.602262889181277,0.017772990921394838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-none-seed-42.json
robotics,object_position,object_y_plus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.6286766986755005,0.6367803966173643,-0.00810369794186383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-object-y-plus-0p05-none-seed-456.json
robotics,robot_position,robot_x_minus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.6461900736663063,0.7019945290536206,-0.05580445538731427,0.0,0.0,0.0,0.0085,0.004431386291980743,0.5346375703811646,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-clipping-seed-123.json
robotics,robot_position,robot_x_minus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.6930163485200249,0.694924909776604,-0.0019085612565791221,0.0,0.0,0.0,0.0165,0.00859445881843567,0.5625288486480713,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-clipping-seed-42.json
robotics,robot_position,robot_x_minus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.569398776066182,0.6367803966173643,-0.06738162055118224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-clipping-seed-456.json
robotics,robot_position,robot_x_minus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.6461900736663063,0.7019945290536206,-0.05580445538731427,0.0,0.0,0.0,0.0085,0.004431386291980743,0.5346375703811646,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-lyapunov-seed-123.json
robotics,robot_position,robot_x_minus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.6930163485200249,0.6949329704464354,-0.001916621926410511,0.0,0.0,0.0,0.0165,0.00859445881843567,0.5625288486480713,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-lyapunov-seed-42.json
robotics,robot_position,robot_x_minus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.569398776066182,0.6367803966173643,-0.06738162055118224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-lyapunov-seed-456.json
robotics,robot_position,robot_x_minus_0p05,none,123,0.0085,0.0085,0.0,0.0085,0.0085,0.6036900736663062,0.6594945290536206,-0.05580445538731438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-none-seed-123.json
robotics,robot_position,robot_x_minus_0p05,none,42,0.0165,0.0355,-0.018999999999999996,0.0165,0.0165,0.6105163485200248,0.602262889181277,0.00825345933874777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-none-seed-42.json
robotics,robot_position,robot_x_minus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.569398776066182,0.6367803966173643,-0.06738162055118224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-minus-0p05-none-seed-456.json
robotics,robot_position,robot_x_plus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.701288151733883,0.7019945290536206,-0.00070637731973755,0.0,0.0,0.0,0.008,0.004173558652400971,0.5326402187347412,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-clipping-seed-123.json
robotics,robot_position,robot_x_plus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.6552138713158222,0.694924909776604,-0.03971103846078183,0.0,0.0,0.0,0.094,0.013328458562493303,0.569878339767456,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-clipping-seed-42.json
robotics,robot_position,robot_x_plus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.6691337475135429,0.6367803966173643,0.032353350896178634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-clipping-seed-456.json
robotics,robot_position,robot_x_plus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.701288151733883,0.7019945290536206,-0.00070637731973755,0.0,0.0,0.0,0.008,0.004173558652400971,0.5326402187347412,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-lyapunov-seed-123.json
robotics,robot_position,robot_x_plus_0p05,lyapunov,42,0.0,0.0,0.0,0.0,0.0,0.6555220758867681,0.6949329704464354,-0.03941089455966729,0.0,0.0,0.0,0.0935,0.013472248047590256,0.569878339767456,0.0,1.0,0.0725,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-lyapunov-seed-42.json
robotics,robot_position,robot_x_plus_0p05,lyapunov,456,0.0,0.0,0.0,0.0,0.0,0.6691337475135429,0.6367803966173643,0.032353350896178634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-lyapunov-seed-456.json
robotics,robot_position,robot_x_plus_0p05,none,123,0.008,0.0085,-0.0005000000000000004,0.008,0.008,0.661288151733883,0.6594945290536206,0.0017936226802623967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-none-seed-123.json
robotics,robot_position,robot_x_plus_0p05,none,42,0.094,0.0355,0.0585,0.021,0.129,0.5446047982715216,0.602262889181277,-0.05765809090975538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-none-seed-42.json
robotics,robot_position,robot_x_plus_0p05,none,456,0.0,0.0,0.0,0.0,0.0,0.6691337475135429,0.6367803966173643,0.032353350896178634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-x-plus-0p05-none-seed-456.json
robotics,robot_position,robot_y_minus_0p05,clipping,123,0.0,0.0,0.0,0.0,0.0,0.6878560217427656,0.7019945290536206,-0.014138507310854975,0.0,0.0,0.0,0.0085,0.004440263152122498,0.5340611934661865,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-y-minus-0p05-clipping-seed-123.json
robotics,robot_position,robot_y_minus_0p05,clipping,42,0.0,0.0,0.0,0.0,0.0,0.7421031684740094,0.694924909776604,0.04717825869740533,0.0,0.0,0.0,0.036,0.00970946398377418,0.5663735866546631,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-y-minus-0p05-clipping-seed-42.json
robotics,robot_position,robot_y_minus_0p05,clipping,456,0.0,0.0,0.0,0.0,0.0,0.6308595157358675,0.6367803966173643,-0.005920880881496782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-y-minus-0p05-clipping-seed-456.json
robotics,robot_position,robot_y_minus_0p05,lyapunov,123,0.0,0.0,0.0,0.0,0.0,0.6878560217427656,0.7019945290536206,-0.014138507310854975,0.0,0.0,0.0,0.0085,0.004440263152122498,0.5340611934661865,0.0,1.0,0.0,0.0,0,0,results\safety\structured-state-robustness\runs\robotics-robot-y-minus-0p05-lyapunov-seed-123.json
