domain,perturbation_name,perturbation_family,method,principal_seed,perturbed_violation_step_rate,executed_violation_step_rate,executed_violation_delta_from_clean,unsafe_perturbed_steps,recovered_unsafe_steps,unresolved_unsafe_steps,recovery_rate,within_filter_violation_reduction,mean_reward,reward_delta_from_clean,success_rate,success_delta_from_clean,intervention_rate,mean_action_perturbation_l2,mean_safety_correction_l2,p95_safety_correction_l2,environment_interface_adjustment_rate,strict_lyapunov_decrease_rate,selected_lower_than_perturbed_rate,steps_object_grasped,proposed_to_perturbed_gripper_semantic_change_rate,perturbed_to_executed_gripper_semantic_change_rate
autonomous_driving,acceleration_minus_0p25,acceleration,clipping,42,0.0,0.0,0.0,0,0,0,,,-11.309379806339338,0.021334512662450678,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,clipping,456,0.092,0.0,0.0,184,184,0,1.0,1.0,4.879498011611413,0.5984293128214926,0.95,-0.050000000000000044,0.092,0.25,0.02635738706588745,0.2825920581817627,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,lyapunov,123,0.0,0.0,0.0,0,0,0,,,-8.569067812150601,0.018963516605563058,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,lyapunov,42,0.0,0.0,0.0,0,0,0,,,-11.309379806339338,0.021334512662450678,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,lyapunov,456,0.092,0.0,0.0,184,184,0,1.0,1.0,4.879498011611413,0.5984293128214926,0.95,-0.050000000000000044,0.092,0.25,0.02635738706588745,0.2825920581817627,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,none,123,0.0,0.0,-0.839,0,0,0,,,-8.569067812150601,0.15133493217145855,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,none,42,0.0,0.0,0.0,0,0,0,,,-11.309379806339338,0.021334512662450678,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_minus_0p25,acceleration,none,456,0.0235,0.0235,-0.3100227272727272,47,0,47,0.0,0.0,5.075452059148126,12.625024027432241,1.0,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_plus_0p10,acceleration,clipping,123,1.0,0.0,0.0,2000,2000,0,1.0,1.0,-8.568795186978395,0.019236141777769333,0.0,0.0,1.0,0.10000000149011612,0.3838478281497955,0.4328978955745697,0.0,0.0,0.0,0,0.0,0.0
autonomous_driving,acceleration_plus_0p10,acceleration,clipping,42,0.991,0.0,0.0,1982,1982,0,1.0,1.0,-11.27036007679064,0.060354242211149156,0.0,0.0,0.991,0.10000000149011612,0.3045168713629246,0.32580849528312683,0.0,0.0,0.0,0,0.0,0.0
